smiles,lambda_max
O=C(O)c1ccc(N=Nc2ccc(O)c3ncccc23)cc1,503.0
Cc1n[nH]c(C)c1N=Nc1cccc(Cl)c1,336.0
Cc1ccc(N=Nc2c(N)n(C)c(=O)n(C)c2=O)cc1,364.0
Cc1cc(/N=N/c2ccccc2)c(C)n1C,363.0
CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,357.0
CCOC(=O)c1cc(F)c(/N=N/c2c(F)cccc2F)c(F)c1,310.0
CN(C)c1ccc(N=Nc2ccc(Cl)cc2C(F)(F)F)cc1,442.0
Brc1ccc(N=Nc2ccc(Br)cc2)cc1,324.0
N#CCCNc1ccc(/N=N/c2ccccc2CCO)cc1,399.0
O=C(O)c1ccnc(/N=C/c2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc2O)c1,378.0
COc1ccc(N=Nc2ccc(O)cc2O)cc1,388.0
Cc1noc(C)c1N=Nc1cccnc1,316.0
N#Cc1ccc(N=Nc2nccs2)cc1,371.0
Cc1n[nH]c(C)c1N=Nc1cc(F)ccc1F,343.0
CS(=O)(=O)OCCNc1sc(N=Nc2ccc([N+](=O)[O-])cc2C(F)(F)F)cc1C#N,604.0
CN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1,396.0
Ic1ccccc1N=Nc1nccs1,372.0
CCc1nnc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)s1,440.0
Cc1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1N=Nc1c(C)nn(-c2cccc(Cl)c2)c1O,430.0
O=[N+]([O-])c1ccc(/N=N/c2ccc(NCCO)cc2)cc1,503.0
Cn1nc(-c2ccccc2)c(N=Nc2ccccc2N2CCCC2)c1-c1ccccc1,326.0
Cc1c(N=Nc2ccc([N+](=O)[O-])cc2C#N)sc(NCCBr)c1C#N,583.0
CN(C)c1ccc(N=Nc2ccc(Br)cc2)cc1,419.0
N#Cc1c(N)sc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)c1-c1ccc(Cl)cc1,535.0
N#Cc1ccc(N=Nc2cc3c4c(c2)CCN4CCC3)cc1,487.0
COc1ccc(N=Nc2ccc(OC)c(OC)c2)cc1OC,381.0
CCN(CC)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,420.0
CCN(CC)c1ccc(/N=N/c2ccc(N)cc2)cc1,412.0
c1ccc(N=Nc2cc3c4c(c2)CCCN4CCC3)cc1,442.0
Cc1n[nH]c(C)c1N=Nc1ccc(F)cc1F,336.0
CCn1c(NCCCOC)c(N=Nc2ccc(C(=O)OC)cc2)c(C)c(C#N)c1=O,439.0
N#CCCN1CCCc2cc(N=Nc3ccccc3C#N)ccc21,448.0
Oc1ccc(/N=N/c2nc(-c3ccc(Cl)cc3)cs2)c2cccnc12,456.0
CCOC(=O)c1ccc(N=Nc2c(F)cc(C(=O)OCC)cc2F)cc1,320.0
O=[N+]([O-])c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,332.0
CCN(CC)c1ccc(/N=N/c2ccc(N3CCOCC3)cc2)cc1,417.0
Cc1ccc(C)c(/N=N/c2cc(C)ccc2C)c1,336.0
Oc1ccc(N=Nc2cc(Br)ccc2Cl)cc1,370.0
Cc1ccc(N=Nc2cccs2)cc1,365.0
Cc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,400.0
O=[N+]([O-])c1ccc(N=Nc2sc(NCCBr)cc2-c2ccccc2)c(C(F)(F)F)c1,584.0
CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1,592.0
c1cc(N2CCOCC2)ccc1N=Nc1ccc(N2CCOCC2)cc1,402.0
Cc1ccc(/N=N/c2ccc(C#N)cc2)s1,387.0
CSc1nnc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)s1,467.0
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,489.0
Cc1ccc(/N=N/c2ccc(C)cc2C)c(C)c1,346.0
c1cc(N2CCCC2)ccc1/N=N/c1ccc(N2CCCC2)cc1,431.0
CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)c(OC)c1,565.0
CCOC(=O)c1c(NCCBr)sc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c1-c1ccccc1,545.0
N#CCCNc1ccc(/N=N/c2ccc(C#N)cc2)cc1,428.0
CCn1c(NCCCOC)c(N=Nc2ccc(Br)cc2)c(C)c(C#N)c1=O,429.0
Cc1noc(C)c1N=Nc1cccc(N)c1,315.0
Clc1ccc(N=Nc2cc3c4c(c2)CCCN4CCC3)cc1,461.0
c1ccc2sc(N=Nc3nc4ccccc4s3)nc2c1,421.0
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1,542.0
CCN(CC)c1ccc(/N=N/c2ccccc2C#N)cc1,462.0
CN(C)c1ccc(N=Nc2ccc(C(F)(F)F)cc2)cc1,427.0
COc1ccc(N=Nc2ccc(Cl)cc2)c2cccnc12,359.0
CN(C)c1ccc(N=Nc2c(F)c(F)c3c(c2F)Nc2ccccc2S3)cc1,477.0
CCn1c(NCCCOC)c(N=Nc2cccc(C)c2C)c(C)c(C#N)c1=O,399.0
CN(C)c1ccc(N=Nc2ccc(O)cc2)cc1,435.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(Cl)cc1,413.0
CCN(CC)c1ccc(N=Nc2c(C#N)cc(C#N)cc2C#N)c(C)c1,562.0
CCN(CC)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,420.0
Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2C)cc1,416.0
CCCCCCCCCCN1C(=O)c2cccc3c(N=Nc4c(O)c(O)cc5ccccc45)ccc(c23)C1=O,510.0
Cc1cc(N(C)C)ccc1N=Nc1ccc([N+](=O)[O-])cc1C,452.0
N#Cc1cc([N+](=O)[O-])cc(Br)c1N=Nc1sc(NCCBr)cc1-c1ccccc1,560.0
CCN(CC)c1ccc(N=Nc2ccc(N)cc2)cc1,412.0
N#CCCNc1ccc(N=Nc2ccc(Cl)cc2)cc1,404.0
O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2)cc1,382.0
CCOC(=O)c1ccc(N=Nc2cc[nH]n2)cc1,331.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1ccc(S(C)(=O)=O)cc1,434.0
CNc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,464.0
CC(=O)Nc1ccc(N=Nc2ccc(O)cc2)cc1,368.0
COc1cccc(N=Nc2ccc(N(CCO)CCC#N)cc2C)c1,407.0
CCN(CC)c1ccc(N=Nc2cccc(C#N)c2)cc1,446.0
Brc1cccc(/N=N/c2cccc(Br)c2)c1,320.0
CCN(C)c1ccc(N=Nc2ccccc2)cc1,411.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(C(C)O)c1,405.0
Cc1cc(NCCC#N)ccc1N=Nc1cccc(F)c1,406.0
CCOC(=O)c1cc(F)c(N=Nc2c(F)cccc2F)c(F)c1,310.0
N#Cc1cccc(N=Nc2cccs2)c1,364.0
CC(C)(C)c1ccc(O)c(N=Nc2nncs2)c1,429.0
CN(C)c1ccncc1N=Nc1ccccc1,313.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1cccc(F)c1,415.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(S(C)(=O)=O)cc1,434.0
COc1cccc(N=Nc2c(C)noc2C)c1,312.0
COc1ccc(N=Nc2ccc(OC)c3ncccc23)cc1,367.0
CSc1ccc(N=Nc2nc3ccccc3s2)cc1,392.0
Cc1ccc(N=Nc2ccc(O)cc2)cc1,353.0
Cc1noc(C)c1N=Nc1cc(F)cc(F)c1,315.0
Cc1ccc(N=Nc2ccc(C(F)(F)F)cc2)s1,375.0
CCOC(=O)c1c(NCCBr)sc(N=Nc2ccc(S(C)(=O)=O)cc2Cl)c1-c1ccccc1,495.0
CC(=O)Nc1ccc(N=Nc2c(C)noc2C)cc1,342.0
OCCNc1ccc(/N=N/c2ccccc2)cc1,398.0
Cc1nnc(N=Nc2cc(C(C)(C)C)ccc2O)s1,430.0
CN(C)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,473.0
Cc1nn(C)c(C)c1N=Nc1ccccc1N1CCOCC1,328.0
COc1ccc(/N=N/c2cccs2)cc1,373.0
Oc1ccc(N=Nc2ccccc2)c2cccnc12,384.0
c1ccc(N=Nc2nccs2)cc1,364.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(C(F)(F)F)cc1,421.0
O=[N+]([O-])c1cc(Cl)c(N=Nc2c(Cl)cccc2Cl)c(Cl)c1,310.0
CCn1c(O)c(N=Nc2ccc([N+](=O)[O-])cc2OC)c(C)c(C#N)c1=O,452.0
Cc1cc(O)ccc1N=Nc1ccccc1,354.0
Oc1ccc(/N=N/c2nc(-c3ccccc3)cs2)c2cccnc12,516.0
Cc1noc(C)c1N=Nc1ccccc1F,321.0
CN(C)c1ccc(N=Nc2c(F)c(F)c3c(c2F)Sc2ccccc2S3)cc1,446.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1ccccc1Br,417.0
Cc1ccc(N=Nc2ccc(O)c3ncccc23)cc1,390.0
CCn1c(NCCCOC)c(N=Nc2ccc([N+](=O)[O-])cc2)c(C)c(C#N)c1=O,460.0
Cc1noc(C)c1N=Nc1ccc(F)cc1,318.0
CCn1c(O)c(N=Nc2nc(C)cs2)c(C)c(C#N)c1=O,466.0
Clc1ccccc1N=Nc1nccs1,371.0
CNc1ccccc1N=Nc1nccs1,508.0
